category,fact,source_url
documents,"Whether it details? is compulsory for beneficiaries to give their bank account Yes, the beneficiaries are required to provide their bank account details along with their Aadhaar number so as to credit the financial benefit under the scheme directly into their bank accounts. No benefit can be given if bank account details have not been provided.",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
documents,"Whether giving Aadhaar details is mandatory for availing benefit under the Scheme? Aadhaar number was optional and not mandatory for release of 1st installment pertaining to the period 01 .12.2018 to 31.03.2019, whereas only possession of Aadhaar number was made mandatory for release of 2nd installment pertaining to the period 01 .04.2019 to 31 .07.2019. Further, Aadhaar seeding of beneficiaries' data was made mandatory for release of 3'o installment pertaining to the period 01.08.2019, and for subsequent installments onwards. Recently, however, Government has relaxed the mandatory requirement of Aadhaar seeding of beneficiaries' data upto 30.1 1.20'19. This mandatory requirement of Aadhaar seeding of the beneficiaries' data would continue to applicable for release of all installments w.e.f . O1 .12.2019. However, Assam, Meghalaya and Jammu & Kashmir, where Aadhaar penetration has not been much, have been given exemption from this mandatory requirement till 31.03.2020.",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
eligibility,"Can States/UTs rovide certified lists of beneficiaries on the PM KISAN I Portal in phases or in batches as and when they are finalized? Yes, States/UTs can provide list of eligible beneficiaries as and when they are finalized based on the eligibility criteria in batches/ph rases. The benefits will be released on regular basis based on the approved list provided by the States/UTs.",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
eligibility,"Whether farmers in villages situated in urban areas are eligible for the benefit of the Scheme? There is no distinction between urban and rural cultivable land under the scheme. Both are covered under the scheme, provided that land situated in urban areas is under actual cultivation.",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
eligibility,"Whether micro land holdings are admissible for availing the benefit of the Scheme? Micro land holdings, which are not cultivable, are excluded from the benefit under the scheme.",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
eligibility,What is the prescribed mechanism for validation of information / declaration furnished by the beneficiaries? The State/UT Governments are free to decide about the appropriate mechanism / authority for validation of information / declaration furnrshed by the beneficiary.,https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
deadline,What is the cut-off date for 'minor' children becoming 'major' under the Scheme? The cuLoff date for'minor' children becoming 'major' is 01 .02.2019,https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
process,Whether farmers may avail the benefit of the Scheme against agricultural land being used for non -ag ricu ltu ral purposes? No. Agricultural land being used for non-agricultural purposes will not be covered for benefit under the scheme.,https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
eligibility,"What is the procedure of release of installments to the beneficiaries? a) An exclusive web-portal, namely, www. pmkisan.qov. in has been created for uploadrng of beneficiaries' data by the State / UT Governments. b) The eligible farmers may apply with the village Patwaris, revenue officials or other designated officers / agencies and submit their required details to them. c) Nodal Officers appointed by State / UT Governments at Block lfduk I District level process the data and transfer them to State Nodal Officers (SNOs). d) State Nodal Officers finally authenticate the data and upload them in batches from time{o-time on the portal. asses throu haThe data of beneficiaries u loaded b I the State Nodal Officers multi-level verification by the National lnformatics Centre (NlC), the Public Finance Management System (PF[MS) and the banks. f,1 Based on the verified / validated data the SNOs sign the Request For Transfer (RFT) of fund containing the total number of beneficiaries contained in a particular batch and total amount of fund to be transferred for that batch, and upload it on the portal. g) Based on the RFT, the PFMS issues a Fund Transfer Order (FTO). h) Based on the FTO, the Department of Agriculture, Cooperation & Farmers Welfare rssues the sanction order for the amount mentioned in the FTO. g) The amount is transferred to the bank accounts of the beneficiaries, held in destination banks, through the accredited bank of Department and the sponsoring bank of the State/UT Governments, using the PFIMS portal. The destination bank can be a Schedule Bank, Post office, Rural Bank, Cooperative Bank or any other Frnancial lnstitution. The entire banking transaction is managed and monitored by the National Payment Corporation of lndia (NPCI).",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
documents,"If a farmer registered under the Scheme does not receive any installment in any 4-monthly period for any reason, whether he / she will be able to receive the same later on? Yes. The beneficiaries, whose names are uploaded on P[\/-Kisan portal by the concerned State / UT Governments in a particular 4-monthly period, shall be entitled to receive the benefit for that period with effect from that 4-monthly period itself. lf they do not receive the payment of installment pertaining to that 4-monthly period and subsequent installments for any reason, except due to rejection for falling within the exclusion criteria, they are entitled to receive the benefits of all the due installments as and when the cause of delay is removed / resolved. For example, if an eligible farmer's name has been uploaded on the PIV-KISAN portal by the State / UT Government during the 4-monthly period of December. 2018 - l\/arch, 2019, he/she is entitled to get the installment pertaining to December, 2018 - lVarch, 20'19 period, and also all subsequent installments. Further. if the eligible farmer's name is uploaded on the PIV- KISAN portal during the 4-monthly period of April-July, 2019, he/she is entitled to get the installment pertarning to April-July, 2019 period and also all subsequent installments. lVlany beneficiaries, who have received installments pertaining to December, 2018 - IMarch, 2019 period and April-July, 2019 period were not able to receive the installment pertaining to August,-November, 2019 period. The reason for this delay was the mandatory requirement of release of all installments pertaining to the 4-monthly period August-November, 2019 and onwards only on the basis of Aadhaar seeded data of beneficiaries. This work of Aadhaar seeding of data of beneficiaries had not been completed by many State / UT Governments. Therefore, the Central Government uirement till 30th November, 2019. The State / UTrelaxed this mandato re I Governments are required to complete the work of Aadhaar seeding of 100% beneficiaries by 30th November, 2019, so that the beneficiaries are able to receive the installment pertaining to the 4-monthly period of December, 2019 - March, 2020, and all subsequent installments. Beneficiaries in the States of Assam, Meghalaya and J&K (now UTs of J&K and Laddakh) have been exempted from all Aadhaar related requirements till 31't IVIarch, 2020, by which time these States are also required to complete the process of Aadhaar enrollment of all eligible farmers as well as Aadhaar seeding of their data under this Scheme.",https://pmkisan.gov.in/Documents/RevisedFAQ.pdf
process,"There is no distinction between urban and rural cultivable land and under the scheme. Both are covered under the scheme, provided that land situated in urban areas is under actual cultivation.",https://pmkisan.gov.in/Documents/ADDITIONAL-FAQ-IN-RESPECTIVE-OF-THE-PM2.pdf
eligibility,"Micro land holdings, which are not cultivable, are excluded from the benefit under the scheme.",https://pmkisan.gov.in/Documents/ADDITIONAL-FAQ-IN-RESPECTIVE-OF-THE-PM2.pdf
eligibility,State Government to decide about the mechanism / authority for validation if information / declaration furnished by the beneficiary.,https://pmkisan.gov.in/Documents/ADDITIONAL-FAQ-IN-RESPECTIVE-OF-THE-PM2.pdf
deadline,The cut-off date for `minor` children becoming `major’ is 1.2.2019.,https://pmkisan.gov.in/Documents/ADDITIONAL-FAQ-IN-RESPECTIVE-OF-THE-PM2.pdf
process,Agricultural land being used for non -agricultural purpose will not be covered for benefit under the scheme.,https://pmkisan.gov.in/Documents/ADDITIONAL-FAQ-IN-RESPECTIVE-OF-THE-PM2.pdf
